Epoch number,0,1,2,3
Test score,0.35951205583810808,0.23624205486476421,0.19084610926955939,0.16065793215464799
Test accuracy,0.89259999999999995,0.92669999999999997,0.94040000000000001,0.94850000000000001
Epoch time,4.396453857421875,1.8659658432006836,1.674116849899292,1.6488139629364014
