Epoch number,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
Loss,0.38748533537387847,0.27478266503810883,0.22586148952692747,0.1974182274699211,0.1720529205288738,0.15566886597834528,0.14627520923689008,0.13182993661630898,0.12521201428677886,0.12114880566541106,0.11366051316941157,0.11074620193578302,0.10778167647123336,0.10203336037625559,0.10124150528982281
Test accuracy,0.89490000000000003,0.91990000000000005,0.93400000000000005,0.94059999999999999,0.94920000000000004,0.95320000000000005,0.95579999999999998,0.95889999999999997,0.96260000000000001,0.96209999999999996,0.9657,0.96709999999999996,0.9667,0.9708,0.96870000000000001
Epoch time,4.282260894775391,1.1238210201263428,1.2119731903076172,1.0784540176391602,1.1271030902862549,1.163581132888794,1.1607820987701416,1.1378378868103027,1.1333949565887451,1.1248178482055664,1.1497008800506592,1.0573298931121826,1.069871187210083,1.061021089553833,1.0662858486175537
